,Algoritmo,Inicializacao na média,Dimensão,Desbalanceamento,Tamanho maior cluster,N,T0,kmax,Jmin,Jmin global,Tempo (em s)
235,FSA,1.0,15,1:20,2000.0,100000.0,0.1,16.0,15.668429192631946,14.85902714419568,339.60145354270935
236,FSA,0.0,15,1:10,2000.0,1000000.0,0.1,16.0,16.28412458684551,14.77115005636191,3357.3905997276306
237,FSA,0.0,15,1:20,2000.0,1000000.0,0.1,16.0,73.39370003019233,14.85902714419568,3278.2894451618195
238,FSA,1.0,15,1:10,2000.0,1000000.0,0.1,16.0,16.281607697174785,14.77115005636191,3358.1465344429016
239,FSA,1.0,15,1:20,2000.0,1000000.0,0.1,16.0,15.663280911566359,14.85902714419568,3254.5590744018555
240,FSA,0.0,20,1:10,2000.0,100000.0,0.1,12.0,95.62977280176418,19.60304960698555,340.3098464012146
241,FSA,0.0,20,1:20,2000.0,100000.0,0.1,12.0,97.52097048545495,19.758496031901153,332.9852840900421
242,FSA,1.0,20,1:10,2000.0,100000.0,0.1,12.0,21.61326720828354,19.60304960698555,337.6403684616089
243,FSA,1.0,20,1:20,2000.0,100000.0,0.1,12.0,20.83284971770731,19.758496031901153,332.17826676368713
244,FSA,0.0,20,1:10,2000.0,1000000.0,0.1,12.0,95.62373069864918,19.60304960698555,3279.724217891693
245,FSA,0.0,20,1:20,2000.0,1000000.0,0.1,12.0,20.829796907080254,19.758496031901153,3194.443698167801
246,FSA,1.0,20,1:10,2000.0,1000000.0,0.1,12.0,21.602094801896957,19.60304960698555,3274.9283978939056
247,FSA,1.0,20,1:20,2000.0,1000000.0,0.1,12.0,20.82869423731726,19.758496031901153,3198.5237662792206
248,FSA,0.0,20,1:10,2000.0,100000.0,0.1,16.0,95.62244394856904,19.60304960698555,455.22915506362915
249,FSA,0.0,20,1:20,2000.0,100000.0,0.1,16.0,20.826415624202284,19.758496031901153,435.72782278060913
250,FSA,1.0,20,1:10,2000.0,100000.0,0.1,16.0,21.601690415841485,19.60304960698555,453.3970305919647
251,FSA,1.0,20,1:20,2000.0,100000.0,0.1,16.0,20.820598163824602,19.758496031901153,433.75422048568726
252,FSA,0.0,20,1:10,2000.0,1000000.0,0.1,16.0,95.61772790785889,19.60304960698555,4379.345275640488
253,FSA,0.0,20,1:20,2000.0,1000000.0,0.1,16.0,97.51281818578151,19.758496031901153,4162.024268627167
254,FSA,1.0,20,1:10,2000.0,1000000.0,0.1,16.0,21.53261889237284,19.60304960698555,4380.436017751694
255,FSA,1.0,20,1:20,2000.0,1000000.0,0.1,16.0,20.813716483431957,19.758496031901153,4173.1241800785065
